record_uid,dataset,priority_group,split,magnitude,candidate,candidate_start_sec,candidate_end_sec,feature_onset_sec,feature_energy_onset_sec,feature_energy_end_sec,catalog_p_sec,feature_spike_score,feature_significant_duration_sec,window_start_sample,window_end_sample,window_duration_sec,full_pga,window_pga,pga_retention,full_energy,window_energy,energy_retention,full_rms,window_rms,peak_time_sec,peak_inside_window,window_unstable,failure_reason,window_unstable_bool,policy,selection_status,selected_candidate,period_sec,psa_retention,spectrum_unstable,full_record_required,long_period_psa_review,production_route,review_priority
PNWAccelerometers:182,PNWAccelerometers,m3_to_m4_small_event,,3.22,full_record,0.0,150.01,4.3,4.3,115.45,59.85,53.20946966684585,111.15,0.0,15001.0,150.01,1042.1689453125,1042.1689453125,1.0,1076970.6850948078,1076970.6850948078,1.0,84.73090313202742,84.73090313202742,60.16,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:183,PNWAccelerometers,m3_to_m4_small_event,,3.22,full_record,0.0,150.01,14.17,14.17,87.15,60.63,73.53647912530451,72.98,0.0,15001.0,150.01,118.7002410888672,118.7002410888672,1.0,12524.007925981336,12524.007925981336,1.0,9.137166974424895,9.137166974424895,70.16,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:1899,PNWAccelerometers,m3_to_m4_small_event,,3.46,full_record,0.0,150.01,14.95,14.95,89.83,56.52,128.33613134777016,74.88,0.0,15001.0,150.01,1818.623046875,1818.623046875,1.0,883674.5607577172,883674.5607577172,1.0,76.75135842652402,76.75135842652402,56.61,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:1900,PNWAccelerometers,m3_to_m4_small_event,,3.46,full_record,0.0,150.01,12.46,12.46,82.07,57.41,76.69006923162628,69.60999999999999,0.0,15001.0,150.01,2738.195068359375,2738.195068359375,1.0,10060187.698588874,10060187.698588874,1.0,258.9661118643124,258.9661118643124,64.16,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:1905,PNWAccelerometers,m3_to_m4_small_event,,3.46,full_record,0.0,150.01,12.88,12.88,98.05,60.7,100.48377405496608,85.17,0.0,15001.0,150.01,608.424072265625,608.424072265625,1.0,462348.6011814618,462348.6011814618,1.0,55.51683108128133,55.51683108128133,69.57,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:1906,PNWAccelerometers,m3_to_m4_small_event,,3.46,full_record,0.0,150.01,20.06,20.06,108.48,61.85,60.22027411520264,88.42,0.0,15001.0,150.01,2808.193115234375,2808.193115234375,1.0,6458284.899959069,6458284.899959069,1.0,207.4906323400967,207.4906323400967,71.76,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:1908,PNWAccelerometers,m3_to_m4_small_event,,3.46,full_record,0.0,150.01,16.45,16.45,106.81,64.09,55.37461050698135,90.36,0.0,15001.0,150.01,1553.4609375,1553.4609375,1.0,1989470.183756277,1989470.183756277,1.0,115.16184441188824,115.16184441188824,76.21,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:1909,PNWAccelerometers,m3_to_m4_small_event,,3.46,full_record,0.0,150.01,6.35,6.35,108.44,64.4,84.73371037734435,102.09,0.0,15001.0,150.01,1558.588623046875,1558.588623046875,1.0,1441940.4916314676,1441940.4916314676,1.0,98.04231632900684,98.04231632900684,75.51,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:1911,PNWAccelerometers,m3_to_m4_small_event,,3.13,full_record,0.0,150.01,6.08,6.08,120.99,61.15,74.89025861124185,114.91,0.0,15001.0,150.01,437.8080749511719,437.8080749511719,1.0,205699.0872580622,205699.0872580622,1.0,37.030201628736826,37.030201628736826,71.15,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:1934,PNWAccelerometers,m3_to_m4_small_event,,3.37,full_record,0.0,150.01,6.33,6.33,94.11,60.62,52.304271844906815,87.78,0.0,15001.0,150.01,1687.2279052734375,1687.2279052734375,1.0,2886718.2018982414,2886718.2018982414,1.0,138.72096132998115,138.72096132998115,69.78,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:1936,PNWAccelerometers,m3_to_m4_small_event,,3.37,full_record,0.0,150.01,10.25,10.25,86.56,62.32,85.23008010155948,76.31,0.0,15001.0,150.01,1686.760009765625,1686.760009765625,1.0,1596211.066448601,1596211.066448601,1.0,103.15375771055888,103.15375771055888,72.32,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:195,PNWAccelerometers,m3_to_m4_small_event,,3.87,full_record,0.0,150.01,10.1,10.1,97.51,59.63,97.71120513732455,87.41000000000001,0.0,15001.0,150.01,1330.46923828125,1330.46923828125,1.0,1154759.9780636227,1154759.9780636227,1.0,87.73760118280757,87.73760118280757,67.29,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:197,PNWAccelerometers,m3_to_m4_small_event,,3.87,full_record,0.0,150.01,10.5,10.5,122.69,62.04,28.07066606817973,112.19,0.0,15001.0,150.01,2159.3046875,2159.3046875,1.0,13021771.05513656,13021771.05513656,1.0,294.62861362441697,294.62861362441697,73.19,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:201,PNWAccelerometers,m3_to_m4_small_event,,3.87,full_record,0.0,150.01,27.12,27.12,96.53,63.82,76.54687325643957,69.41,0.0,15001.0,150.01,996.7111206054688,996.7111206054688,1.0,818511.0185144818,818511.0185144818,1.0,73.86728887001028,73.86728887001028,74.43,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:203,PNWAccelerometers,m3_to_m4_small_event,,3.87,full_record,0.0,150.01,43.0,43.0,103.96,62.98,43.76730321209542,60.959999999999994,0.0,15001.0,150.01,2324.07666015625,2324.07666015625,1.0,9445575.788192157,9445575.788192157,1.0,250.9308819192667,250.9308819192667,74.68,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:2162,PNWAccelerometers,m3_to_m4_small_event,,3.57,full_record,0.0,150.01,4.51,4.51,127.86,60.4,35.33389066183489,123.35,0.0,15001.0,150.01,1173.6103515625,1173.6103515625,1.0,2160697.168428793,2160697.168428793,1.0,120.01536378184689,120.01536378184689,69.44,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:2168,PNWAccelerometers,m3_to_m4_small_event,,3.05,full_record,0.0,150.01,54.47,54.49,116.19,54.47,63.760475012157954,61.7,0.0,15001.0,150.01,5029.0263671875,5029.0263671875,1.0,9581197.861747678,9581197.861747678,1.0,252.72592741022603,252.72592741022603,54.54,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:2171,PNWAccelerometers,m3_to_m4_small_event,,3.05,full_record,0.0,150.01,4.24,4.24,93.53,57.05,63.39783950482627,89.29,0.0,15001.0,150.01,1558.5418701171875,1558.5418701171875,1.0,1435666.301165917,1435666.301165917,1.0,97.82878228345297,97.82878228345297,63.09,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:2172,PNWAccelerometers,m3_to_m4_small_event,,3.05,full_record,0.0,150.01,14.89,14.89,97.01,55.78,50.02038710944098,82.12,0.0,15001.0,150.01,198.36802673339844,198.36802673339844,1.0,64837.02791939487,64837.02791939487,1.0,20.78985421449804,20.78985421449804,61.18,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:2174,PNWAccelerometers,m3_to_m4_small_event,,3.05,full_record,0.0,150.01,15.68,15.68,112.92,54.8,62.97046457492485,97.24,0.0,15001.0,150.01,322.46466064453125,322.46466064453125,1.0,85807.27493613714,85807.27493613714,1.0,23.916738187927667,23.916738187927667,59.09,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:2176,PNWAccelerometers,m3_to_m4_small_event,,3.05,full_record,0.0,150.01,5.64,5.64,89.6,56.05,123.85713236532584,83.96,0.0,15001.0,150.01,4383.23095703125,4383.23095703125,1.0,4218469.681835089,4218469.681835089,1.0,167.69393686655204,167.69393686655204,61.28,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:2179,PNWAccelerometers,m3_to_m4_small_event,,3.05,full_record,0.0,150.01,18.71,18.71,123.71,57.67,75.78047753981295,105.0,0.0,15001.0,150.01,1323.5745849609375,1323.5745849609375,1.0,840215.7688838568,840215.7688838568,1.0,74.84026359446311,74.84026359446311,64.21,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:2314,PNWAccelerometers,m3_to_m4_small_event,,3.0,full_record,0.0,150.01,7.58,7.58,81.77,56.28,92.54611434389804,74.19,0.0,15001.0,150.01,1813.5584716796875,1813.5584716796875,1.0,1520977.3169152932,1520977.3169152932,1.0,100.69345974083744,100.69345974083744,61.08,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:2428,PNWAccelerometers,m3_to_m4_small_event,,3.02,full_record,0.0,150.01,6.29,6.29,117.76,54.41,92.81239434622528,111.47,0.0,15001.0,150.01,3063.084716796875,3063.084716796875,1.0,4863376.030632129,4863376.030632129,1.0,180.0565064487069,180.0565064487069,58.19,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:2589,PNWAccelerometers,m3_to_m4_small_event,,3.49,full_record,0.0,150.01,10.72,10.72,105.62,56.25,103.53920297170434,94.9,0.0,15001.0,150.01,8398.5869140625,8398.5869140625,1.0,32680336.17135162,32680336.17135162,1.0,466.7487377416232,466.7487377416232,62.52,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:2590,PNWAccelerometers,m3_to_m4_small_event,,3.49,full_record,0.0,150.01,14.97,14.97,81.73,56.38,163.79136273487055,66.76,0.0,15001.0,150.01,6917.6884765625,6917.6884765625,1.0,16947121.377690736,16947121.377690736,1.0,336.11497680520387,336.11497680520387,62.32,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:2613,PNWAccelerometers,m3_to_m4_small_event,,3.32,full_record,0.0,150.01,18.44,18.44,84.19,60.45,137.34722913728135,65.75,0.0,15001.0,150.01,2593.22705078125,2593.22705078125,1.0,2833552.588853474,2833552.588853474,1.0,137.43759063517467,137.43759063517467,60.59,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:2615,PNWAccelerometers,m3_to_m4_small_event,,3.32,full_record,0.0,150.01,9.95,9.95,113.78,61.49,62.70513488287274,103.83,0.0,15001.0,150.01,737.0171508789062,737.0171508789062,1.0,557919.1904625462,557919.1904625462,1.0,60.98535334156469,60.98535334156469,71.49,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:2694,PNWAccelerometers,m3_to_m4_small_event,,3.36,full_record,0.0,150.01,17.17,17.17,81.83,59.64,101.16451632079644,64.66,0.0,15001.0,150.01,1365.0758056640625,1365.0758056640625,1.0,1125227.9434670857,1125227.9434670857,1.0,86.60842658277288,86.60842658277288,66.83,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:2755,PNWAccelerometers,m3_to_m4_small_event,,3.16,full_record,0.0,150.01,7.7,7.7,98.48,61.62,44.349003201331946,90.78,0.0,15001.0,150.01,1053.8712158203125,1053.8712158203125,1.0,2407245.3640266075,2407245.3640266075,1.0,126.67767211050504,126.67767211050504,73.65,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:29,PNWAccelerometers,m3_to_m4_small_event,,3.2,full_record,0.0,150.01,47.36,47.36,84.32,56.42,95.03475057773926,36.959999999999994,0.0,15001.0,150.01,553.7225952148438,553.7225952148438,1.0,333686.14586240595,333686.14586240595,1.0,47.163820993235845,47.163820993235845,61.52,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:3051,PNWAccelerometers,m3_to_m4_small_event,,3.04,full_record,0.0,150.01,19.58,19.58,83.18,55.29,126.6904050527681,63.60000000000001,0.0,15001.0,150.01,3840.631591796875,3840.631591796875,1.0,6170978.747449776,6170978.747449776,1.0,202.82286814346745,202.82286814346745,55.41,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:3052,PNWAccelerometers,m3_to_m4_small_event,,3.04,full_record,0.0,150.01,16.08,16.08,121.84,56.51,72.41861987936728,105.76,0.0,15001.0,150.01,887.0154418945312,887.0154418945312,1.0,503036.65829067794,503036.65829067794,1.0,57.90815283700146,57.90815283700146,62.02,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:3060,PNWAccelerometers,m3_to_m4_small_event,,3.46,full_record,0.0,150.01,13.2,13.2,117.98,57.19,51.87329835648881,104.78,0.0,15001.0,150.01,529.8613891601562,529.8613891601562,1.0,293852.47542096325,293852.47542096325,1.0,44.25930309451781,44.25930309451781,57.37,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:3063,PNWAccelerometers,m3_to_m4_small_event,,3.46,full_record,0.0,150.01,48.8,48.8,112.84,55.33,71.65257325771661,64.04,0.0,15001.0,150.01,8831.626953125,8831.626953125,1.0,47856784.998082206,47856784.998082206,1.0,564.822064951619,564.822064951619,60.32,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:3139,PNWAccelerometers,m3_to_m4_small_event,,3.65,full_record,0.0,150.01,4.26,4.26,115.64,58.15,138.91177671298323,111.38,0.0,15001.0,150.01,11194.7470703125,11194.7470703125,1.0,11121924.375923457,11121924.375923457,1.0,272.28885353273733,272.28885353273733,64.68,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:3140,PNWAccelerometers,m3_to_m4_small_event,,3.65,full_record,0.0,150.01,7.09,7.09,99.46,58.03,67.9810741835096,92.37,0.0,15001.0,150.01,974.0839233398438,974.0839233398438,1.0,907725.608890968,907725.608890968,1.0,77.78882087140124,77.78882087140124,65.09,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:3183,PNWAccelerometers,m3_to_m4_small_event,,3.52,full_record,0.0,150.01,24.79,24.79,105.54,59.15,80.56271679003657,80.75,0.0,15001.0,150.01,2064.71728515625,2064.71728515625,1.0,2051872.1457289043,2051872.1457289043,1.0,116.95398990974604,116.95398990974604,66.99,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:3185,PNWAccelerometers,m3_to_m4_small_event,,3.52,full_record,0.0,150.01,4.62,4.62,104.41,60.09,54.59238128935275,99.79,0.0,15001.0,150.01,1667.7578125,1667.7578125,1.0,2356911.651264546,2356911.651264546,1.0,125.34630786466728,125.34630786466728,68.51,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:323,PNWAccelerometers,m3_to_m4_small_event,,3.31,full_record,0.0,150.01,11.62,11.62,112.37,56.88,78.40308988940735,100.75,0.0,15001.0,150.01,1371.5086669921875,1371.5086669921875,1.0,1065604.487516561,1065604.487516561,1.0,84.28259812294577,84.28259812294577,62.98,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:329,PNWAccelerometers,m3_to_m4_small_event,,3.31,full_record,0.0,150.01,14.28,14.28,87.88,55.48,108.1047587030312,73.6,0.0,15001.0,150.01,5271.27099609375,5271.27099609375,1.0,10274399.19487765,10274399.19487765,1.0,261.70867111596027,261.70867111596027,60.34,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:331,PNWAccelerometers,m3_to_m4_small_event,,3.31,full_record,0.0,150.01,16.41,16.41,84.05,56.61,112.21111121029008,67.64,0.0,15001.0,150.01,322.3446960449219,322.3446960449219,1.0,83701.1546428661,83701.1546428661,1.0,23.621399187723863,23.621399187723863,63.51,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:334,PNWAccelerometers,m3_to_m4_small_event,,3.31,full_record,0.0,150.01,12.62,12.62,83.42,55.81,90.77228473746938,70.8,0.0,15001.0,150.01,1599.6961669921875,1599.6961669921875,1.0,1770422.602450177,1770422.602450177,1.0,108.63715086300516,108.63715086300516,60.87,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:335,PNWAccelerometers,m3_to_m4_small_event,,3.31,full_record,0.0,150.01,3.93,3.93,117.08,56.87,92.36596608726693,113.15,0.0,15001.0,150.01,4146.50830078125,4146.50830078125,1.0,5235272.805407122,5235272.805407122,1.0,186.81405747402815,186.81405747402815,62.95,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
